0.0001	1.74282E+12
0.0002	1.56762E+12
0.0003	1.57334E+12
0.0004	1.49335E+12
0.0005	1.36951E+12
0.0006	1.37066E+12
0.0007	1.21338E+12
0.0008	1.24558E+12
0.0009	1.23289E+12
0.001	1.10101E+12
0.0011	1.12008E+12
0.0012	1.06303E+12
0.0013	1.02841E+12
0.0014	9.71555E+11
0.0015	8.59703E+11
0.0016	8.90534E+11
0.0017	8.39891E+11
0.0018	7.30285E+11
0.0019	8.35066E+11
0.002	8.66439E+11
0.0021	8.13023E+11
0.0022	7.40307E+11
0.0023	7.06658E+11
0.0024	7.4769E+11
0.0025	6.38344E+11
0.0026	5.67043E+11
0.0027	5.63603E+11
0.0028	6.39466E+11
0.0029	5.14422E+11
0.003	6.5817E+11
0.0031	5.79333E+11
0.0032	5.33366E+11
0.0033	5.16948E+11
0.0034	4.26544E+11
0.0035	5.60168E+11
0.0036	5.03076E+11
0.0037	4.74875E+11
0.0038	4.103E+11
0.0039	4.23108E+11
0.004	4.50699E+11
0.0041	3.59006E+11
0.0042	4.21785E+11
0.0043	4.30023E+11
0.0044	4.0951E+11
0.0045	3.761E+11
0.0046	3.99059E+11
0.0047	1.90381E+11
0.0048	3.37136E+11
0.0049	3.42283E+11
0.005	3.11716E+11
0.0051	3.75362E+11
0.0052	2.70639E+11
0.0053	3.6544E+11
0.0054	3.66832E+11
0.0055	4.1173E+11
0.0056	3.80662E+11
0.0057	3.21857E+11
0.0058	2.61346E+11
0.0059	2.9663E+11
0.006	2.6021E+11
0.0061	3.28065E+11
0.0062	2.37827E+11
0.0063	3.38147E+11
0.0064	3.04818E+11
0.0065	2.78306E+11
0.0066	2.71274E+11
0.0067	1.36126E+11
0.0068	2.25514E+11
0.0069	2.75518E+11
0.007	3.24028E+11
0.0071	2.65226E+11
0.0072	2.46955E+11
0.0073	2.37307E+11
0.0074	1.52015E+11
0.0075	2.33251E+11
0.0076	2.25187E+11
0.0077	2.07314E+11
0.0078	2.26881E+11
0.0079	2.88013E+11
0.008	2.68137E+11
0.0081	3.33619E+11
0.0082	3.1677E+11
0.0083	1.63369E+11
0.0084	1.90357E+11
0.0085	1.96388E+11
0.0086	1.67054E+11
0.0087	3.03819E+11
0.0088	2.12029E+11
0.0089	2.80545E+11
0.009	1.90465E+11
0.0091	2.07154E+11
0.0092	2.43327E+11
0.0093	1.73096E+11
0.0094	1.99285E+11
0.0095	2.08516E+11
0.0096	2.03065E+11
0.0097	2.34695E+11
0.0098	1.38827E+11
0.0099	1.59815E+11
0.01	2.06651E+11
