0	0.128378385	-0.002678146
0.0002	0.819994	0.107887087
0.0004	1	0.166616361
0.0006	0.922858707	0.271924547
0.0008	0.83349649	0.484638642
0.001	0.799715266	0.538905172
0.0012	0.569583478	0.669112864
0.0014	0.504134167	0.684328858
0.0016	0.406427301	0.817497128
0.0018	0.340201682	0.798895236
0.002	0.319359796	0.866050165
0.0022	0.292925864	0.851397191
0.0024	0.251791034	0.98184697
0.0026	0.290291681	0.920636518
0.0028	0.129576531	0.964855295
0.003	0.171818981	0.919637073
0.0032	0.084212798	0.977926925
0.0034	0.088343281	0.949553792
0.0036	0.060015947	0.992449971
0.0038	0.095545836	0.916228965
0.004	0.036375933	0.886011302
0.0042	-0.01876725	1.087175144
0.0044	0.036113304	1.031538264
0.0046	-0.005720545	0.990836422
0.0048	0.015403285	0.894559888
0.005	0.035699098	1.01030561
0.0052	0.169225061	0.945472725
0.0054	0.020282813	1.049085186
0.0056	-0.015451311	1.068935274
0.0058	-0.008476463	0.985925816
0.006	0.01445369	1.057004121
0.0062	0.029993368	0.95498522
0.0064	-0.029199693	1.005298391
0.0066	0.054440216	0.958552128
0.0068	-0.048394491	0.888115689
0.007	-0.047340291	1.002547696
0.0072	0.025162656	1.07034227
0.0074	0.027718656	0.956304488
0.0076	0.043027705	0.903372771
0.0078	0.014491716	0.969099604
0.008	-0.038024337	1.015204001
0.0082	0.03486858	0.996575457
0.0084	0.062585394	0.960866399
0.0086	0.00436648	1.027848091
0.0088	0.055408101	1.024187901
0.009	0.009150456	1.02616125
0.0092	0.058832012	1.003359468
0.0094	-0.003332596	0.990386672
0.0096	0.043856117	1.011705944
0.0098	-0.008052363	0.96854991
0.01	0.062218029	1.025998007
