0	0.128378385	-0.00348159
0.0002	0.819994	0.140253213
0.0004	1	0.21660127
0.0006	0.922858707	0.353501911
0.0008	0.83349649	0.630030234
0.001	0.799715266	0.700576724
0.0012	0.569583478	0.869846723
0.0014	0.504134167	0.889627516
0.0016	0.406427301	1.062746266
0.0018	0.340201682	1.038563806
0.002	0.319359796	1.125865214
0.0022	0.292925864	1.106816348
0.0024	0.251791034	1.276401061
0.0026	0.290291681	1.196827473
0.0028	0.129576531	1.254311883
0.003	0.171818981	1.195528194
0.0032	0.084212798	1.271305002
0.0034	0.088343281	1.23441993
0.0036	0.060015947	1.290184962
0.0038	0.095545836	1.191097655
0.004	0.036375933	1.151814692
0.0042	-0.01876725	1.413327688
0.0044	0.036113304	1.340999743
0.0046	-0.005720545	1.288087349
0.0048	0.015403285	1.162927854
0.005	0.035699098	1.313397293
0.0052	0.169225061	1.229114543
0.0054	0.020282813	1.363810742
0.0056	-0.015451311	1.389615856
0.0058	-0.008476463	1.281703561
0.006	0.01445369	1.374105358
0.0062	0.029993368	1.241480787
0.0064	-0.029199693	1.306887908
0.0066	0.054440216	1.246117767
0.0068	-0.048394491	1.154550395
0.007	-0.047340291	1.303312005
0.0072	0.025162656	1.391444951
0.0074	0.027718656	1.243195834
0.0076	0.043027705	1.174384603
0.0078	0.014491716	1.259829486
0.008	-0.038024337	1.319765202
0.0082	0.03486858	1.295548095
0.0084	0.062585394	1.249126319
0.0086	0.00436648	1.336202518
0.0088	0.055408101	1.331444271
0.009	0.009150456	1.334009624
0.0092	0.058832012	1.304367308
0.0094	-0.003332596	1.287502674
0.0096	0.043856117	1.315217727
0.0098	-0.008052363	1.259114883
0.01	0.062218029	1.333797409
